FileNo,MaxValuePM25,StandardDevPM25,NumUniqueDataPoints,AveragePressure,STDPressure,MinAltitude,MaxAltitude,AverageSpeed,StdSpeed,CorrelationCoeff,PressureErrorTerm,AverageDuplication
Event48.txt,28.1,2.6727540840942705,1438,1019.5019471488176,0.744425060273975,-45.0,54.299,9.551144784422808,4.365099840998903,-0.14505608066034584,-403.3155910988459,3.1668984700973573
Event61.txt,3.9,0.4789821908474188,1437,1025.8753653444676,1.7318997202649111,-33.5,71.4,11.044182185107863,4.350681024077321,0.2622466027756752,1593.2546972862388,3.198329853862213
Event77.txt,4.3,0.5010435338898959,104,1014.8798076923074,0.05072514111196912,37.4,42.9,14.463707692307695,2.0207449041938577,0.5075543510479321,-40.983365384634595,2.0
Event89.txt,58.299,5.825127656963215,185,1012.1156756756758,0.03635712804498175,43.5,65.4,1.0034005405405406,1.0629479962615596,0.30010881232958003,31.7322702702783,0.0
Event76.txt,3.9,0.42745560330468313,147,1014.8734693877549,0.05386621195873103,39.0,45.7,10.184457823129252,1.4756096391663696,0.3150389594797044,-53.84823129254514,2.0
Event66.txt,25.0,2.6978982982655055,495,1007.4789898989898,0.04073801365501524,56.4,59.4,0.7681036363636363,0.34808654222142194,-0.47940813247489,-42.33325252525057,3.305050505050505
Event72.txt,29.0,3.9373747984755556,851,1019.4159811985899,1.8929837227244208,-3.4,48.9,10.446802467685076,4.873400292788824,-0.09404264006433363,4720.116110458249,2.0
Event67.txt,9.4,0.31735193510084475,27,1007.4962962962964,0.018885257457755347,54.7,56.4,0.4201962962962963,0.2049170337649443,0.7278662506570069,-7.462592592592248,2.0
Event71.txt,7.3,0.8915918325689945,63,1005.0269841269841,0.651300615546731,29.5,151.1,17.437257142857145,3.95072502595447,0.5192659003713597,1461.173015873127,2.0
Event65.txt,10.6,0.4287171767175407,171,1007.3719298245612,0.04493420517497757,57.299,59.4,0.6904461988304095,0.22661362466368154,-0.1987957484157048,144.9170175439233,2.9239766081871346
Event58.txt,4.6,0.5191515875856862,594,1017.2208754208754,0.8192559907742042,5.2,27.6,10.177502861952862,2.8341887958129526,-0.5892266607948471,-363.7794276094779,2.925925925925926
Event70.txt,8.4,0.4415686802801391,3163,1006.5216882706292,0.45232814848906394,32.099,53.7,0.7108631678785963,0.28485988142458485,0.012343200829899245,446.4235599115378,2.0
EventCombined.txt,4.3,0.407330185107648,557,1015.0287253141831,0.2425936861101794,35.599,45.7,13.355349910233393,4.309968945010209,0.18602371814645252,261.36206463192815,2.0
Event29.txt,308.1,73.40070144737169,109,1009.719266055046,0.3319326405139639,24.6,52.299,5.2099009174311925,3.6608648727344706,-0.3148224340506171,1048.4664220181935,2.770642201834862
Event36.txt,3.1,0.14240678876580998,145,1011.0931034482762,0.02533954906328002,56.599,57.4,1.671581379310345,1.5450439771884728,0.3049041470662083,-13.94551724138477,3.3655172413793104
Event37.txt,4.4,0.26498032233605284,8109,1011.2126279442596,0.053772354309872684,27.5,157.19,2.654222283882106,1.904871534778859,0.09439023987456999,227.77180540136385,3.395979775558022
Event20.txt,38.0,4.467620100628998,330,1020.219696969697,0.44011695999547895,77.4,89.199,5.983814545454545,4.862643666532354,0.3206903129636907,-1184.216212121151,3.0545454545454547
Event30.txt,337.79,44.34426184503319,331,1006.6138972809669,0.817068802191895,45.599,68.099,10.015272507552869,5.934531186308514,-0.04650048250382593,-1985.554199395797,3.2084592145015107
Event69.txt,8.8,0.382783249206409,225,1007.4555555555555,0.0514481640124127,54.099,55.7,0.48112844444444447,0.16978680851723768,-0.02950292382283071,-89.55093333332903,2.0
Event96.txt,160.5,10.364322497243519,869,1010.0683544303798,1.878734408264154,36.4,96.0,10.45377583429229,4.701995087259534,-0.0725581285657342,-4712.149735327975,0.0
Event82.txt,4.0,0.3729869716836657,136,1015.4419117647058,0.05498013954098344,35.599,41.599,11.534014705882353,1.3063847501299044,-0.27025621197189464,85.11919117650626,2.0
Event83.txt,227.6,11.91753659367041,1032,1013.9429263565892,2.620977605203778,-1.7,78.5,11.076234980620155,3.2460001189787526,0.09109501207142855,-3153.122567829452,2.0
Event97.txt,139.5,12.069098467398476,425,1014.2743529411765,1.3088211553184042,35.599,64.4,9.268306823529413,3.9520501592584343,-0.0965476619262506,5014.936047058965,0.0
Event68.txt,9.0,0.44050391074401835,90,1007.518888888889,0.04445833116388245,54.5,55.7,0.7395099999999999,0.26549140980035074,-0.1805201016310334,38.06344444444662,2.0
Event81.txt,4.6,0.4418438203013159,65,1015.3046153846152,0.05093213956074597,34.5,46.5,13.349143076923077,3.4349684402074647,-0.8032977708892894,9.374615384645473,2.0
Event95.txt,879.59,57.59458511131226,735,1012.2541496598639,0.0847954203728355,36.5,48.799,16.499343537414966,2.808773811050279,-0.04351743425999155,109.63069387746968,0.0
Event94.txt,249.6,47.197832554572486,31,1012.2032258064518,0.01766846959692478,43.2,54.0,0.08278709677419355,0.07193037288367261,0.2390159172227736,6.530645161285065,0.0
Event80.txt,4.4,0.4584174479997684,252,1014.9158730158729,0.1060942216854177,35.799,46.799,18.503334523809524,2.745702539474435,-0.32173367772680567,-373.7694444444644,2.0
Event57.txt,61.2,6.253007389668672,1642,1022.0529841656517,0.876750164613615,-6.0,26.9,8.88092911084044,4.76858361412119,0.39886105394823446,4193.071132764923,3.2911084043848966
Event43.txt,29.0,5.430423732538281,3823,1016.0481297410411,5.17498975820763,8.8,185.8,9.760524718807218,4.151285487721687,0.2564275914093725,-12103.417530735027,3.2304472927020664
Event47.txt,12.5,1.8291976776385763,1260,1022.1676984126983,1.7346321428331335,8.2,55.299,10.084452222222223,4.3309247249530145,-0.16811575852537333,3205.452626984026,3.2714285714285714
Event53.txt,10.0,1.1039599077150448,2384,1022.7670721476511,1.9677118055823775,3.0,61.799,9.53628619966443,4.351602707037677,0.11899336831513568,4840.195759228245,3.3288590604026846
Event90.txt,1575.8,249.05372143799488,151,1012.1582781456954,0.06128601484112268,43.5,63.4,9.25079867549669,2.393871934116754,0.06335458302428228,-84.45622516558305,0.0
Event91.txt,2.5,0.2866654188670923,71,1012.1915492957745,0.02781467275793801,40.799,44.599,0.21761267605633805,0.07277409949719374,0.2805713719979566,-17.10676056338461,0.0
Event85.txt,3.8,0.1416387604490327,26,1004.1961538461541,0.019230769230773603,51.099,56.2,1.9408730769230769,0.7241961180178137,-0.06409863557505632,-7.7242307692336345,0.0
Event46.txt,25.9,1.950091176717491,997,1025.9738214643933,0.7142950317605667,13.6,89.3,12.674667301905718,4.627073220988751,0.416373482789415,2202.7825476426788,3.2076228686058172
Event50.txt,8.6,1.1325940420338323,1595,1017.9375548589342,0.7576239313044328,-2.3,23.2,8.959155736677117,4.402627445027398,0.13047293283450812,-126.56041379310439,3.213793103448276
Event44.txt,9.6,0.923824165526927,514,1019.7250972762645,1.4601091619657773,35.099,73.699,8.959477042801556,1.6490088561094638,0.11981891308796014,-4847.004066147903,3.1750972762645913
Event78.txt,3.5,0.24616189593912713,81,1014.8802469135801,0.048227222184264014,38.5,44.599,18.168009876543213,2.8482317281838774,0.36395248960271376,-40.09209876544889,2.0
Event87.txt,17.1,2.980959684210393,928,1009.2640086206897,0.0907220077175296,21.6,28.1,0.38971400862068967,0.17926901385800229,0.03804147290743793,331.0373275861324,0.0
Event86.txt,5.3,0.4325517666442482,1487,1008.8782111634163,0.141976729992061,27.799,89.5,0.6196714189643577,0.3466030959225516,-0.17440810068075555,561.3051176865365,0.0
Event92.txt,2.5,0.33031400913792375,60,1012.1199999999998,0.07023769168570089,39.099,55.0,11.486421666666667,6.565663927435714,-0.8135758242050889,40.489333333346686,0.0
Event79.txt,3.8,0.23539569624360215,89,1014.9629213483145,0.05274918918790189,37.299,43.0,17.788593258426967,2.3935090405867037,0.1222696971014925,127.72449438201441,2.0
Event51.txt,3.5,0.2708050135680134,315,1015.8850793650792,0.037368733890960015,22.9,33.599,3.853097142857143,2.4661566659817944,-0.37036773945975227,-30.314126984133118,3.3904761904761904
